// Grasscutter 3.3.54 GM Handbook
// Created 2023/01/24 10:05:08


// Commands
       account : 创建或删除账号
      announce : 向所有在线玩家发送公告，或者管理服务器的公告
         clear : 从你的背包中删除所有未装备且已解锁的物品，包括稀有物品
          coop : 强制传送指定玩家到他人的世界。如果没有指定玩家，则会使你进入多人游戏状态
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 进入指定秘境
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : 向你或指定的玩家给予物品。比如可以给予全部武器，角色和/或材料，也可以给予自定义圣遗物
          heal : 治疗当前队伍的角色
          help : 发送帮助信息或显示指定命令的信息
       killall : 杀死所有怪物
      language : 显示或切换当前语言
          list : 查看所有玩家
    permission : 添加或移除指定玩家的权限
      position : 获取所在位置和旋转信息
         quest : 添加或完成任务
        reload : 重载配置文件和数据
        remote : 🇺🇸Use this to access commands from web
    resetConst : 重置当前角色的命之座，执行命令后需重新登录以生效
resetShopLimit : 重置指定玩家的商店刷新时间
      sendMail : 向指定用户发送邮件。此命令的用法会根据撰写阶段而改变
   sendMessage : 向玩家以服务器的身份发送消息。如果没有指定目标，则向服务器的全部玩家发送
      setConst : 为当前活跃角色设置命座等级
setFetterLevel : 设置当前角色的好感度等级
       setProp : 设置账号的状态。比如可以通过此命令启用 godmode，也可以解锁深渊或更改纪行等级
                    可更改的状态列表：godmode(上帝模式)|nostamina(无限体力)|unlimitedenergy(无限能量)|abyss(深渊)|worldlevel(世界等级)|bplevel(纪行等级)
                    查看 PlayerProperty enum 以获得其他数值，格式为 PROP_MAX_SPRING_VOLUME -> max_spring_volume
      setStats : 设置当前角色的属性
                    可更改的属性列表：hp(生命值)|maxhp(最大生命值)|def(防御力)|atk(攻击力)|em(元素精通)|er(元素充能效率)|crate(暴击率)|cdmg(暴击伤害)|cdr(冷却缩减)|heal(治疗加成)|heali(受治疗加成)|shield(护盾强效)|defi(无视防御)
                    元素增伤：epyro(火)|ecryo(冰)|ehydro(水)|egeo(岩)|edendro(草)|eelectro(雷)|ephys(物理)
                    元素抗性：respyro(火)|rescryo(冰)|reshydro(水)|resgeo(岩)|resdendro(草)|reselectro(雷)|resphys(物理)
         spawn : 在你附近生成实体
          stop : 停止服务器
        talent : 设置当前角色的天赋等级
          team : 手动修改你的队伍
      teleport : 改变指定玩家的位置
   teleportAll : 将你世界中的所有玩家传送到你所在的位置
       weather : 更改天气ID和气候类型。
                    天气ID可以在 ./Resources/ExcelBinOutput/WeatherExcelConfigData.json 中找到。
                    气候类型：sunny(晴天), cloudy(多云), rain(雨), thunderstorm(雷雨), snow(雪), mist(雾)
1050008 : 占星术与五十年之约 - 与派蒙对话
1050101 : 向蒙德进发 - 向蒙德进发，前往望舒客栈
1050102 : 向蒙德进发 - 与莫娜交谈，享用美食
1050103 : 向蒙德进发 - 找掌柜借用厨房，为莫娜加菜
1050104 : 向蒙德进发 - 烹制「黄金蟹」
1050105 : 向蒙德进发 - 将黄金蟹（普通或美味）赠予莫娜
1050106 : 向蒙德进发 - 重新启程，前往石门
1050107 : 向蒙德进发 - 与正在歇息的莫娜交谈
1050108 : 向蒙德进发 - 击退强盗
1050109 : 向蒙德进发 - 与莫娜交谈
1050110 : 向蒙德进发 - (test)交付黄金蟹$HIDDEN
1050111 : 向蒙德进发 - (test)交付之后对话A$HIDDEN
1050112 : 向蒙德进发 - (test)交付之后对话B$HIDDEN
1050113 : 向蒙德进发 - 在桌边坐下，接受莫娜的宴请
1050114 : 向蒙德进发 - (test)上菜$HIDDEN
1050201 : 扑朔迷离的命运 - 抵达蒙德城
1050202 : 扑朔迷离的命运 - 与莫娜交谈，准备面见继承者
1050203 : 扑朔迷离的命运 - 追上可莉，取回箱子
1050204 : 扑朔迷离的命运 - 与可莉交谈，回收箱子
1050205 : 扑朔迷离的命运 - 击败来袭的草史莱姆
1050206 : 扑朔迷离的命运 - 与可莉交谈，回收箱子
1050207 : 扑朔迷离的命运 - 陪同可莉，把箱子带给莫娜
1050208 : 扑朔迷离的命运 - 与凯瑟琳交谈，帮莫娜寻找住处
1050209 : 扑朔迷离的命运 - 前往魔法实验室，查看封印
1050210 : 扑朔迷离的命运 - (test)解除封印$HIDDEN
1050211 : 扑朔迷离的命运 - 与莫娜交谈
1050212 : 扑朔迷离的命运 - (test)日记出现$HIDDEN
1050213 : 扑朔迷离的命运 - (test)日记消失$HIDDEN
1050301 : 实验室里的莫娜$HIDDEN - 探望实验室中的莫娜$HIDDEN
1100001 : 狩猎中的小厨师 - 接近林中的少女
1100002 : 狩猎中的小厨师 - 接近林中的少女（隐藏）$HIDDEN
1100003 : 狩猎中的小厨师 - 与香菱交谈
1100004 : 狩猎中的小厨师 - 帮助香菱收集兽肉
1100005 : 狩猎中的小厨师 - 将三块兽肉交给香菱
1100101 : 料理之约 - 陪香菱去清泉镇
1100102 : 料理之约 - 向杜拉夫道歉
1100103 : 料理之约 - 跟上打算离开的香菱
1100104 : 料理之约 - 在香味的源头和香菱对话
1100201 : 一锤定音的食材 - 寻找前往璃月的香菱
1100202 : 一锤定音的食材 - 与香菱交谈
1100203 : 一锤定音的食材 - 沿路向上，寻找合适的食材
1100204 : 一锤定音的食材 - 采集三朵莲蓬
1100205 : 一锤定音的食材 - 继续前进，寻找合适的食材
1100206 : 一锤定音的食材 - 采集三个绝云椒椒
1100207 : 一锤定音的食材 - 与香菱交谈
1100301 : 意外的收获 - 前往香菱提到的地方
1100302 : 意外的收获 - 与香菱和瑟瑟发抖的人交谈
1100303 : 意外的收获 - 烹制「美味的萝卜时蔬汤」
1100304 : 意外的收获 - 给猎人送上做好的汤
1100401 : 远古的馈赠 - 追上闯入遗迹的香菱
1100402 : 远古的馈赠 - 深入遗迹，寻找食材
1100403 : 远古的馈赠 - 与香菱交谈
1100498 : 远古的馈赠 - （遭遇巨大冰雾花，开车）$HIDDEN
1100499 : 远古的馈赠 - （地城中击败第一战斗区域的敌人后，开车）$HIDDEN
1100501 : 料理对决 - 回到清泉镇，参加料理对决
1100502 : 料理对决 - 在料理对决现场与香菱交谈
1100503 : 料理对决 - 在料理对决中协助香菱
1100504 : 料理对决 - 比赛倒计时、计分判断用$HIDDEN
1100505 : 料理对决 - 寻找白萝卜
1100506 : 料理对决 - 前往湖边清洗白萝卜
1100507 : 料理对决 - 清理史莱姆（加分点）$HIDDEN
1100508 : 料理对决 - 将洗干净的白萝卜交给香菱
1100509 : 料理对决 - 控制三口锅的火势
1100510 : 料理对决 - 继续帮助香菱
1100511 : 料理对决 - 烹饪「美味的野菇鸡肉串」
1100512 : 料理对决 - 将「美味的野菇鸡肉串」交给香菱
1100513 : 料理对决 - 找到符合描述的食材
1100514 : 料理对决 - 询问香菱对食材是否满意
1100515 : 料理对决 - 询问香菱是否还需帮忙
1100516 : 料理对决 - 烹饪「美味的翡玉什锦袋」
1100517 : 料理对决 - 将「美味的翡玉什锦袋」交给香菱
1100518 : 料理对决 - 与杜拉夫交谈，等待结果
1100519 : 料理对决 - 接受香菱的感谢
1100599 : 料理对决 - 火腿$HIDDEN
1100601 : (test)（弃用）$UNRELEASED - 前往绝云间入口寻找机关$UNRELEASED
1100602 : (test)（弃用）$UNRELEASED - 开启隐藏机关$UNRELEASED
1100701 : (test)（弃用）$UNRELEASED - （隐藏任务第一环）$UNRELEASED$HIDDEN
1100801 : 翠石砌玉壶·其一 - 与萍姥姥对话
1100802 : 翠石砌玉壶·其一 - 与克罗索对话
1100803 : 翠石砌玉壶·其一 - (test)与烟绯说悄悄话（废弃）$HIDDEN
1100804 : 翠石砌玉壶·其一 - 寻找芷巧
1100805 : 翠石砌玉壶·其一 - 与克罗索协商
1100806 : 翠石砌玉壶·其一 - 与石头对话
1100807 : 翠石砌玉壶·其一 - 与星稀对话
1100808 : 翠石砌玉壶·其一 - (test)切换翠含岩碎片$HIDDEN
1100809 : 翠石砌玉壶·其一 - 与白术对话
1100810 : 翠石砌玉壶·其一 - 与克罗索对话
1100811 : 翠石砌玉壶·其一 - 向萍姥姥回报
1100812 : 翠石砌玉壶·其一 - (test)触发对话用$HIDDEN
1100813 : 翠石砌玉壶·其一 - 寻找「边角料」
1100814 : 翠石砌玉壶·其一 - 向石头回报
1100815 : 翠石砌玉壶·其一 - (test)跟烟绯对话$HIDDEN
1100816 : 翠石砌玉壶·其一 - 前往合适的地点与芷巧沟通
1100901 : 琼台玉阁 - 前往玉京台听凝光演讲
1100902 : 琼台玉阁 - 暗中观察情报商与陌生女子的争吵
1100903 : 琼台玉阁 - 带申鹤前往不卜庐购买药材
1100904 : 琼台玉阁 - (test)【废弃】前往说书人处商议计划
1100905 : 琼台玉阁 - 跟随「情报商」打听消息
1100906 : 琼台玉阁 - (test)对话第二次刷不卜庐药材$HIDDEN
1100907 : 琼台玉阁 - (test)对话第一次刷不卜庐药材$HIDDEN
1101001 : 远渡重洋的邂逅 - 向千岩军了解附近的情况
1101002 : 远渡重洋的邂逅 - 调查遗迹守卫的线索
1101003 : 远渡重洋的邂逅 - 击败遗迹守卫
1101004 : 远渡重洋的邂逅 - 在附近继续搜查
1101005 : 远渡重洋的邂逅 - 前往北国银行
1101006 : 远渡重洋的邂逅 - 与「公子」对话
1101007 : 远渡重洋的邂逅 - 调查遗迹守卫的线索
1101008 : 远渡重洋的邂逅 - 调查遗迹守卫的线索
1101009 : 远渡重洋的邂逅 - 与派蒙对话
1101010 : 远渡重洋的邂逅 - (test)(隐藏)击败遗迹守卫$HIDDEN
1101101 : 托克的璃月见闻录 - 带托克去玩具摊逛逛
1101102 : 托克的璃月见闻录 - 带托克前往港口
1101103 : 托克的璃月见闻录 - 与托克对话
1101104 : 托克的璃月见闻录 - 带托克前往万民堂
1101105 : 托克的璃月见闻录 - 与托克对话
1101106 : 托克的璃月见闻录 - 带托克去往「公子」的所在地
1101107 : 托克的璃月见闻录 - 查看公子的工作情况
1101108 : 托克的璃月见闻录 - 到「公子」所在地寻找托克
1101109 : 托克的璃月见闻录 - 查看公子的工作情况
1101110 : 托克的璃月见闻录 - 击败所有愚人众新兵
1101111 : 托克的璃月见闻录 - (test)(隐藏)与公子对话$HIDDEN
1101112 : 托克的璃月见闻录 - (test)(隐藏)进入大世界开车$HIDDEN
1101113 : 托克的璃月见闻录 - 为托克介绍港口
1101114 : 托克的璃月见闻录 - (test)(隐藏)等待托克跑到鱼摊$HIDDEN
1101115 : 托克的璃月见闻录 - 与托克对话
1101116 : 托克的璃月见闻录 - (test)(隐藏)等待托克跑到船锚旁$HIDDEN
1101117 : 托克的璃月见闻录 - 与托克对话
1101118 : 托克的璃月见闻录 - 完成盗宝团的测试，取得宝物
1101119 : 托克的璃月见闻录 - 与盗宝团成员对话
1101120 : 托克的璃月见闻录 - (test)(隐藏)等待托克跑到终点$HIDDEN
1101121 : 托克的璃月见闻录 - 与阿山婆沟通
1101122 : 托克的璃月见闻录 - 与卯师傅沟通
1101123 : 托克的璃月见闻录 - (test)(隐藏)品尝菜肴$HIDDEN
1101124 : 托克的璃月见闻录 - 与吴老二对话，重新尝试取得宝物
1101125 : 托克的璃月见闻录 - 与托克对话
1101201 : 童话里的守梦人 - 前往璃月的「玩具研究所」
1101202 : 童话里的守梦人 - 与公子对话
1101203 : 童话里的守梦人 - 保护托克，想办法与托克汇合
1101204 : 童话里的守梦人 - 清除遗迹守卫的威胁
1101205 : 童话里的守梦人 - 找到「公子」并对话
1101206 : 童话里的守梦人 - 回到北国银行
1101207 : 童话里的守梦人 - 与经理对话
1101208 : 童话里的守梦人 - 与托克对话
1101209 : 童话里的守梦人 - (test)(隐藏)与托克交谈IV$HIDDEN
1101210 : 童话里的守梦人 - (test)(隐藏)与托克交谈II$HIDDEN
1101211 : 童话里的守梦人 - 进入璃月「玩具研究所」
1101212 : 童话里的守梦人 - (test)(隐藏)与公子交谈I$HIDDEN
1101213 : 童话里的守梦人 - (test)(隐藏)与托克交谈I$HIDDEN
1101214 : 童话里的守梦人 - (test)(隐藏)与托克交谈III$HIDDEN
1101215 : 童话里的守梦人 - 与「公子」对话
1101216 : 童话里的守梦人 - (test)(隐藏)刷隐形NPCI$HIDDEN
1101217 : 童话里的守梦人 - (test)(隐藏)进入区域$HIDDEN
1101218 : 童话里的守梦人 - (test)(隐藏)摧毁电桩$HIDDEN
1101219 : 童话里的守梦人 - (test)(隐藏)等待托克跑过到门前$HIDDEN
1101220 : 童话里的守梦人 - (test)(隐藏)托克找公子$HIDDEN
1101221 : 童话里的守梦人 - (test)(隐藏)关闭大门$HIDDEN
1101301 : 鸣海栖霞 - 前往飞云商会寻找行秋
1101302 : 鸣海栖霞 - (test)【废弃】提前找到行秋$HIDDEN
1101303 : 鸣海栖霞 - (test)【废弃】正常流程用前往万文集舍寻找行秋
1101304 : 鸣海栖霞 - (test)【废弃】提前找到用与行秋对话
1101305 : 鸣海栖霞 - 前往璃沙郊附近寻找仙人洞天
1101306 : 鸣海栖霞 - 跟随仙灵
1101307 : 鸣海栖霞 - 前往鸣海栖霞洞天
1101308 : 鸣海栖霞 - 与申鹤对话
1101309 : 鸣海栖霞 - 激活古阵核心封印
1101310 : 鸣海栖霞 - 破除洞天结界
1101311 : 鸣海栖霞 - 与派蒙对话
1101312 : 鸣海栖霞 - 破除洞天结界
1101313 : 鸣海栖霞 - 与派蒙对话
1101314 : 鸣海栖霞 - 安全降落到洞天最底层
1101315 : 鸣海栖霞 - 继续前进寻找鸣霞浮生石
1101316 : 鸣海栖霞 - 破除洞天结界
1101317 : 鸣海栖霞 - 寻找鸣霞浮生石
1101318 : 鸣海栖霞 - 与申鹤对话
1101319 : 鸣海栖霞 - 回到群玉阁工地寻找申鹤
1101320 : 鸣海栖霞 - 带申鹤到附近临时旅店休息
1101321 : 鸣海栖霞 - 与旅店老板对话
1101322 : 鸣海栖霞 - 与留云借风真君对话
1101323 : 鸣海栖霞 - 安全降落到下一层云海
1101324 : 鸣海栖霞 - 等待时间到达第二天（8点-12点）
1101325 : 鸣海栖霞 - 与申鹤对话
1101326 : 鸣海栖霞 - 前往璃沙郊附近寻找仙人洞天
1101327 : 鸣海栖霞 - (test)对话刷仙灵改天气$HIDDEN
1101328 : 鸣海栖霞 - (test)出圈恢复天气$HIDDEN
1101329 : 鸣海栖霞 - (test)对话刷仙灵移动$HIDDEN
1101330 : 鸣海栖霞 - (test)对话云散镜头$HIDDEN
1101331 : 鸣海栖霞 - (test)对话云散镜头2$HIDDEN
1101332 : 鸣海栖霞 - 破除洞天结界
1101333 : 鸣海栖霞 - (test)对话开始调时间$HIDDEN
1101334 : 鸣海栖霞 - (test)对话切掉小宝$HIDDEN
1101335 : 鸣海栖霞 - 与申鹤对话
1101336 : 鸣海栖霞 - 回到群玉阁工地寻找申鹤
1101337 : 鸣海栖霞 - (test)对话2开始调时间$HIDDEN
1101401 : 往事如尘 - 前往工地打听消息
1101402 : 往事如尘 - 询问老章关于千奇核心的情报
1101403 : 往事如尘 - 利用<color=#00E1FFFF>神之眼</color>寻找碎星铁矿
1101404 : 往事如尘 - 询问村中老人关于秘华石的情报
1101405 : 往事如尘 - (test)寻找矿石文献$HIDDEN
1101406 : 往事如尘 - 与申鹤对话
1101407 : 往事如尘 - 寻找秘华石
1101408 : 往事如尘 - (test)【废弃】与申鹤对话
1101409 : 往事如尘 - (test)【废弃】返回将草药交给小孩子
1101410 : 往事如尘 - 将找到的两种矿石交给老章
1101411 : 往事如尘 - (test)与云堇对话$HIDDEN
1101412 : 往事如尘 - (test)寻找矿石文献$HIDDEN
1101413 : 往事如尘 - (test)与云堇对话$HIDDEN
1101414 : 往事如尘 - 在村子内寻找遗留的记录
1101415 : 往事如尘 - 继续寻找有关矿石的记录
1101416 : 往事如尘 - 与云堇对话
1101417 : 往事如尘 - 前往天衡山西南侧
1101418 : 往事如尘 - 与云堇对话
1101419 : 往事如尘 - (test)【废弃】海域情况开车$HIDDEN
1101420 : 往事如尘 - (test)七七对话状态$HIDDEN
1101421 : 往事如尘 - (test)海域情况开车$HIDDEN
1101422 : 往事如尘 - 等待到黄昏之时（17:30左右）
1101423 : 往事如尘 - 前往湖中心
1101424 : 往事如尘 - 寻找秘华石
1101425 : 往事如尘 - (test)夕阳对话调时间$HIDDEN
1101426 : 往事如尘 - (test)夕阳对话回滚任务$HIDDEN
1101501 : 此心安处 - 将千奇核心与仙家符箓交给秘书
1101502 : 此心安处 - 击败「漩涡的余威」跋掣
1101503 : 此心安处 - 与凝光对话
1101504 : 此心安处 - 前往群玉阁参加庆功宴
1101505 : 此心安处 - 享受宴会时光
1101506 : 此心安处 - 在群玉阁上与凝光对话
1101507 : 此心安处 - (test)切换千奇核心状态$HIDDEN
1101508 : 此心安处 - 与凝光对话
1101509 : 此心安处 - 击败「漩涡的余威」跋掣
1101510 : 此心安处 - (test)播片换时间$HIDDEN
1101511 : 此心安处 - (test)最终换时间$HIDDEN
1101601 : (test)间章隐藏任务刷群玉阁$HIDDEN - (test)出圈还原群玉阁+删除孤儿NPC$HIDDEN
1101701 : (test)间章隐藏任务临时传送$HIDDEN - (test)挂百闻传送功能$HIDDEN
1101801 : 七星选拔 - 在璃月港逛逛
1101802 : 七星选拔 - 前往岩上茶室二楼
1101803 : 七星选拔 - 与天叔交谈
1101804 : 七星选拔 - 前往月海亭进行考察
1101805 : 七星选拔 - [N/A] 2813301740
1101806 : 七星选拔 - 向天叔汇报考察结果
1101807 : 七星选拔 - 查看候选人的规划书
1101808 : 七星选拔 - 查看候选人的规划书
1101809 : 七星选拔 - 查看候选人的规划书
1101810 : 七星选拔 - 与夜兰一同考察候选人
1101901 : 知人知面 - 前往北码头寻找博来
1101902 : 知人知面 - 与博来对话
1101903 : 知人知面 - 探听知易与琳琅的聊天
1101904 : 知人知面 - 与夜兰对话
1101905 : 知人知面 - 跟踪知易
1101906 : 知人知面 - 前往南码头调查
1101907 : 知人知面 - 与老孙对话
1101908 : 知人知面 - 继续在码头寻找线索（0/2）
1101909 : 知人知面 - 继续在码头寻找线索（1/2）
1101910 : 知人知面 - 回岩上茶室调查规划书
1101911 : 知人知面 - 仔细查看规划书
1101912 : 知人知面 - 与商华对话
1101913 : 知人知面 - 前往黑岩厂调查
1101914 : 知人知面 - 在黑岩厂寻找线索
1101915 : 知人知面 - 向铁膀子打听黑岩厂新人
1101916 : 知人知面 - 调查施工日志
1101918 : 知人知面 - 跟随脚印前进
1101919 : 知人知面 - 跟随脚印前进
1101920 : 知人知面 - 跟随脚印前进
1101921 : 知人知面 - 跟随脚印前进
1101922 : 知人知面 - 跟随脚印前进
1101923 : 知人知面 - [N/A] 3563206836
1101924 : 知人知面 - 与夜兰对话
1101925 : 知人知面 - [N/A] 3022725988
1101926 : 知人知面 - [N/A] 3158074572
1101927 : 知人知面 - [N/A] 1904883516
1101928 : 知人知面 - [N/A] 3600562580
1101929 : 知人知面 - 调查废弃营地
1101930 : 知人知面 - [N/A] 1157023668
1101931 : 知人知面 - [N/A] 1801937708
1101932 : 知人知面 - [N/A] 1703461516
1101933 : 知人知面 - [N/A] 3841901676
1102001 : 旧日之影 - 前往珠钿舫
1102002 : 旧日之影 - 与桌边的钟离交谈
1102003 : 旧日之影 - 去船尾了解宛烟的问题
1102101 : 漩涡之遗 - 一同前往孤云阁
1102102 : 漩涡之遗 - 与众人交谈
1102103 : 漩涡之遗 - (test)已废弃$HIDDEN
1102104 : 漩涡之遗 - 继续用「元素视野」寻找古物
1102105 : 漩涡之遗 - 击败幻形兽，回收古物
1102106 : 漩涡之遗 - 与另一队汇合
1102107 : 漩涡之遗 - 使用「元素视野」寻找古物
1102108 : 漩涡之遗 - 击败周围的敌人，打开宝箱
1102109 : 漩涡之遗 - 继续用「元素视野」寻找古物
1102201 : 深锁之迹 - 一同前往地中之盐
1102202 : 深锁之迹 - 与众人交谈
1102203 : 深锁之迹 - 寻找能完整看到残骸上图案的位置
1102204 : 深锁之迹 - 根据钟离提示，点亮附近的方碑
1102205 : 深锁之迹 - (test)解锁表现（release后隐藏）$HIDDEN
1102206 : 深锁之迹 - 前往封印解除的地方
1102207 : 深锁之迹 - 前往第二处机关所在地
1102208 : 深锁之迹 - 前往第一处机关所在地
1102209 : 深锁之迹 - (test)进对话刷新元素方碑机关$HIDDEN
1102301 : 慈盐之末 - 探索洞穴，进入遗迹
1102302 : 慈盐之末 - 向前探索，寻找魔神古物
1102303 : 慈盐之末 - (test)盐盏处对话（release后隐藏）$HIDDEN
1102304 : 慈盐之末 - 继续向前探索与寻找
1102305 : 慈盐之末 - (test)盐尺处对话（release后隐藏）$HIDDEN
1102306 : 慈盐之末 - 惩罚克列门特
1102307 : 慈盐之末 - 与钟离和宛烟交谈
1102308 : 慈盐之末 - 继续深入探索$HIDDEN
1102309 : 慈盐之末 - 观察房间内的断剑
1102310 : 慈盐之末 - 追上宛烟
1102311 : 慈盐之末 - 与宛烟交谈，见证真相
1102312 : 慈盐之末 - 继续深入探索
1102313 : 慈盐之末 - (test)断剑房间对话开门标记（release后隐藏）$HIDDEN
1102314 : 慈盐之末 - 向下进入洞穴
1102401 : 万象之录 - 抵达孤云阁，与钟离交谈
1102402 : 万象之录 - 将遗物投入海中
1102501 : (test)宛烟头衔控制$HIDDEN - (test)宛烟头衔改变$HIDDEN
1102502 : (test)宛烟头衔控制$HIDDEN - (test)空闲对话控制$HIDDEN
1102601 : 落子定局 - 等待到第二天早上9-11点
1102602 : 落子定局 - 前往月海亭公布考察结果
1102603 : 落子定局 - [N/A] 630371804
1102604 : 落子定局 - 前往绯云坡跟踪知易
1102605 : 落子定局 - 进入新月轩调查
1102606 : 落子定局 - 前往希古居调查
1102607 : 落子定局 - 在晚上8点以后前往岩上茶室
1102608 : 落子定局 - 前往岩上茶室与夜兰会合
1102609 : 落子定局 - 前往青墟浦
1102610 : 落子定局 - 前往夜兰指引的地点
1102611 : 落子定局 - 进入地下遗迹
1102612 : 落子定局 - 调查前方线索
1102613 : 落子定局 - 追上可疑的大使
1102614 : 落子定局 - 探听知易和尤苏波夫的谈话
1102615 : 落子定局 - 跟随夜兰
1102616 : 落子定局 - 离开地下遗迹
1102617 : 落子定局 - 等待到第二天8点后
1102618 : 落子定局 - 前往岩上茶室
1102619 : 落子定局 - 追上可疑的大使
1102620 : 落子定局 - 调查水下入口
1102621 : 落子定局 - [N/A] 2659239268
1102622 : 落子定局 - 移动雕像解开谜题
1102623 : 落子定局 - 继续向深处探索
1102624 : 落子定局 - [N/A] 494243996
1102625 : 落子定局 - [N/A] 3644850612
1102626 : 落子定局 - [N/A] 1049028540
1103001 : 云之海的仙兽 - 与「群玉阁」的秘书们对话
1103002 : 云之海的仙兽 - 前往奥藏山附近，寻找甘雨
1103003 : 云之海的仙兽 - 找到甘雨并与她对话
1103004 : 云之海的仙兽 - 前往甘雨的修炼地点，与甘雨对话
1103005 : 云之海的仙兽 - 完成留云借风真君的修炼内容
1103006 : 云之海的仙兽 - 与甘雨对话
1103007 : 云之海的仙兽 - 前往南天门附近，与魈对话
1103008 : 云之海的仙兽 - 完成魈的修炼内容
1103009 : 云之海的仙兽 - 与魈对话
1103010 : 云之海的仙兽 - （test）倒计时$HIDDEN
1103011 : 云之海的仙兽 - （test）与地脉镇石交互后leave weather$HIDDEN
1103012 : 云之海的仙兽 - （test）废弃子任务
1103101 : 人之海的秘书 - 陪同甘雨回到璃月港
1103102 : 人之海的秘书 - 与甘雨对话
1103103 : 人之海的秘书 - 到璃月港码头附近逛逛
1103104 : 人之海的秘书 - 到璃月港码头附近逛逛
1103105 : 人之海的秘书 - 前往月海亭，与慧心对话
1103106 : 人之海的秘书 - 前往「万有铺子」，与博来对话
1103107 : 人之海的秘书 - 前往「范木堂」，与路爷对话
1103108 : 人之海的秘书 - 击败可疑的愚人众手下
1103109 : 人之海的秘书 - 与可疑的愚人众手下对话
1103110 : 人之海的秘书 - 清理占据仓库的敌人
1103111 : 人之海的秘书 - 寻找与「荣发商铺」交易的收据
1103112 : 人之海的秘书 - （test）与路爷对话$HIDDEN
1103113 : 人之海的秘书 - 回到月海亭，与慧心对话
1103114 : 人之海的秘书 - 前往「荣发商铺」，与东升对话
1103115 : 人之海的秘书 - （test）废弃子任务
1103201 : 跨越时间的托付 - 前往新月轩赴宴
1103202 : 跨越时间的托付 - 与慧心对话
1103203 : 跨越时间的托付 - 与慧心对话
1103204 : 跨越时间的托付 - 与「群玉阁」的秘书们对话
1103205 : 跨越时间的托付 - 与「群玉阁」的秘书们对话
1104001 : 传闻中的炼金术士 - 前往蒙德城的炼金铺
1104002 : 传闻中的炼金术士 - 与铺中的少女交谈
1104003 : 传闻中的炼金术士 - 前往龙脊雪山的入口
1104004 : 传闻中的炼金术士 - 接近交谈中的两人
1104101 : 天才学者与异世之种 - 利用「元素视野」跟随阿贝多的足迹
1104102 : 天才学者与异世之种 - 利用「元素视野」跟随阿贝多的足迹
1104103 : 天才学者与异世之种 - 利用「元素视野」跟随阿贝多的足迹
1104104 : 天才学者与异世之种 - 抵达阿贝多所在地
1104105 : 天才学者与异世之种 - 击败被惊动的丘丘人
1104106 : 天才学者与异世之种 - 与阿贝多交谈
1104107 : 天才学者与异世之种 - 利用「元素视野」跟随阿贝多的足迹
1104108 : 天才学者与异世之种 - 利用「元素视野」跟随阿贝多的足迹
1104109 : 天才学者与异世之种 - 利用「元素视野」跟随阿贝多的足迹
1104201 : 实验之一，元素 - 前往研究场所
1104202 : 实验之一，元素 - 击败史莱姆，完成实验
1104203 : 实验之一，元素 - 与阿贝多交谈，获取结论
1104204 : 实验之一，元素 - (test)沿路寻找「星银矿触媒」$HIDDEN
1104205 : 实验之一，元素 - 前往阿贝多的营地
1104206 : 实验之一，元素 - 拿取桌上的药水
1104207 : 实验之一，元素 - 与阿贝多交谈，获取结论
1104208 : 实验之一，元素 - (test)沿路寻找「星银矿触媒」$HIDDEN
1104209 : 实验之一，元素 - (test)沿路寻找「星银矿触媒」$HIDDEN
1104210 : 实验之一，元素 - 沿路寻找「星银矿触媒」
1104211 : 实验之一，元素 - (test)回滚隔离$HIDDEN
1104212 : 实验之一，元素 - (test)沿路寻找「星银矿触媒」$HIDDEN
1104213 : 实验之一，元素 - (test)沿路寻找「星银矿触媒」$HIDDEN
1104214 : 实验之一，元素 - (test)进度记录1$HIDDEN
1104215 : 实验之一，元素 - (test)进度记录2$HIDDEN
1104216 : 实验之一，元素 - 饮用药水
1104217 : 实验之一，元素 - (test)喝药效果（测试后隐藏）$HIDDEN
1104301 : 实验之三，生命 - 前往下一项实验的地点
1104302 : 实验之三，生命 - 抵达阿贝多指定的终点
1104303 : 实验之三，生命 - 与阿贝多交谈，获取结论
1104304 : 实验之三，生命 - 重新与阿贝多对话
1104305 : 实验之三，生命 - (test)倒计时(release后隐藏)$HIDDEN
1104401 : 实验之二，世界 - 与返回的阿贝多交谈
1104402 : 实验之二，世界 - (test)完成元素视野解谜$HIDDEN
1104403 : 实验之二，世界 - 与阿贝多交谈，获取结论
1104404 : 实验之二，世界 - (test)获得料理$HIDDEN
1104405 : 实验之二，世界 - 烹饪「黄油煎鱼」并交给阿贝多
1104406 : 实验之二，世界 - 参观营地中的设施
1104407 : 实验之二，世界 - 参观营地中的设施
1104408 : 实验之二，世界 - 参观营地中的设施
1104409 : 实验之二，世界 - (test)进度计数$HIDDEN
1104410 : 实验之二，世界 - (test)回滚隔离$HIDDEN
1104411 : 实验之二，世界 - (test)完成元素视野解谜$HIDDEN
1104412 : 实验之二，世界 - 使用「元素视野」寻找失物
1104413 : 实验之二，世界 - (test)回滚隔离$HIDDEN
1104414 : 实验之二，世界 - (test)交付料理$HIDDEN
